CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,GAMBLING_CAT,CREDIT_SCORE
CR5GY2SH28,459026,1588936,2365750,3.4615,5.1538,1.4889,23423,13568,0.5793,0.051,0.0147,0.0099,9790,4927,0.5033,0.0213,0.0062,0.0041,36765,18780,0.5108,0.0801,0.0231,0.0155,0,0,0.8141,0.0,0.0,0.0,0,0,0.4534,0.0,0.0,0.0,40445,20890,0.5165,0.0881,0.0255,0.0171,18740,11832,0.6314,0.0408,0.0118,0.0079,52732,26688,0.5061,0.1149,0.0332,0.0223,13579,6797,0.5006,0.0296,0.0085,0.0057,138088,66910,0.4845,0.3008,0.0869,0.0584,19535,9833,0.5034,0.0426,0.0123,0.0083,353097,180225,0.5104,0.7692,0.2222,0.1493,No,800
CR5I2UVAL0,35917,11972,107752,0.3333,3.0,9.0003,1159,585,0.5047,0.0323,0.0968,0.0108,9892,4941,0.4995,0.2754,0.8263,0.0918,3688,1863,0.5052,0.1027,0.3081,0.0342,0,0,0.1847,0.0,0.0,0.0,0,0,0.4174,0.0,0.0,0.0,5297,2726,0.5146,0.1475,0.4424,0.0492,937,279,0.2978,0.0261,0.0783,0.0087,0,0,0.5062,0.0,0.0,0.0,0,0,0.4461,0.0,0.0,0.0,17793,8554,0.4808,0.4954,1.4862,0.1651,1142,575,0.5035,0.0318,0.0954,0.0106,39908,19523,0.4892,1.1111,3.3334,0.3704,No,655
CR5UU09KE6,32365,441345,35308,13.6365,1.0909,0.08,982,209,0.2128,0.0303,0.0022,0.0278,0,0,0.4988,0.0,0.0,0.0,4453,2260,0.5075,0.1376,0.0101,0.1261,0,0,0.1459,0.0,0.0,0.0,392,185,0.4719,0.0121,0.0009,0.0111,5383,2773,0.5151,0.1663,0.0122,0.1525,4405,2544,0.5775,0.1361,0.01,0.1248,0,0,0.5061,0.0,0.0,0.0,160,60,0.375,0.0049,0.0004,0.0045,11608,5502,0.474,0.3587,0.0263,0.3288,2040,1027,0.5034,0.063,0.0046,0.0578,29423,14560,0.4949,0.9091,0.0667,0.8333,Low,637
CR61JK29VT,369830,1109492,1991395,3.0,5.3846,1.7949,26441,15542,0.5878,0.0715,0.0238,0.0133,0,0,0.5038,0.0,0.0,0.0,31460,16043,0.5099,0.0851,0.0284,0.0158,0,0,0.5262,0.0,0.0,0.0,0,0,0.5146,0.0,0.0,0.0,37977,21613,0.5691,0.1027,0.0342,0.0191,11578,3851,0.3326,0.0313,0.0104,0.0058,0,0,0.5061,0.0,0.0,0.0,12496,5689,0.4553,0.0338,0.0113,0.0063,148149,88238,0.5956,0.4006,0.1335,0.0744,16384,8202,0.5006,0.0443,0.0148,0.0082,284485,159178,0.5595,0.7692,0.2564,0.1429,No,655
CR6YTZIBVA,274964,623251,1686443,2.2667,6.1333,2.7059,19742,11367,0.5758,0.0718,0.0317,0.0117,8440,4243,0.5027,0.0307,0.0135,0.005,31925,16247,0.5089,0.1161,0.0512,0.0189,0,0,1.1246,0.0,0.0,0.0,0,0,0.5815,0.0,0.0,0.0,34702,17864,0.5148,0.1262,0.0557,0.0206,13607,7988,0.5871,0.0495,0.0218,0.0081,45236,22894,0.5061,0.1645,0.0726,0.0268,12813,5832,0.4552,0.0466,0.0206,0.0076,0,0,0.367,0.0,0.0,0.0,16844,8447,0.5015,0.0613,0.027,0.01,183309,94882,0.5176,0.6667,0.2941,0.1087,No,635
CR7GSRBMH2,626176,2045510,3005647,3.2667,4.8,1.4694,15200,12044,0.7924,0.0243,0.0074,0.0051,9140,4597,0.503,0.0146,0.0045,0.003,34840,17579,0.5046,0.0556,0.017,0.0116,0,0,0.715,0.0,0.0,0.0,0,0,0.4795,0.0,0.0,0.0,43412,25221,0.581,0.0693,0.0212,0.0144,24385,13280,0.5446,0.0389,0.0119,0.0081,49175,24887,0.5061,0.0785,0.024,0.0164,15195,7608,0.5007,0.0243,0.0074,0.0051,207822,140878,0.6779,0.3319,0.1016,0.0691,18282,9165,0.5013,0.0292,0.0089,0.0061,417451,255259,0.6115,0.6667,0.2041,0.1389,No,693
CR8DIQVKDD,56305,56305,45044,1.0,0.8,0.8,7464,3472,0.4652,0.1326,0.1326,0.1657,3214,1611,0.5012,0.0571,0.0571,0.0714,9730,4985,0.5123,0.1728,0.1728,0.216,0,0,0.8108,0.0,0.0,0.0,0,0,0.5123,0.0,0.0,0.0,3316,1711,0.516,0.0589,0.0589,0.0736,1530,974,0.6366,0.0272,0.0272,0.034,9240,4677,0.5062,0.1641,0.1641,0.2051,1339,672,0.5019,0.0238,0.0238,0.0297,18869,13007,0.6893,0.3351,0.3351,0.4189,1603,803,0.5009,0.0285,0.0285,0.0356,56305,31912,0.5668,1.0,1.0,1.25,No,636
CRDX1HPFJ3,89412,590119,71530,6.6,0.8,0.1212,3910,1847,0.4724,0.0437,0.0066,0.0547,0,0,0.506,0.0,0.0,0.0,12592,7963,0.6324,0.1408,0.0213,0.176,0,0,0.6877,0.0,0.0,0.0,0,0,0.592,0.0,0.0,0.0,11744,6054,0.5155,0.1313,0.0199,0.1642,7664,2653,0.3462,0.0857,0.013,0.1071,19850,10046,0.5061,0.222,0.0336,0.2775,482,264,0.5477,0.0054,0.0008,0.0067,28768,18132,0.6303,0.3217,0.0487,0.4022,4402,2211,0.5023,0.0492,0.0075,0.0615,89412,49170,0.5499,1.0,0.1515,1.25,No,631
CREJIJ60CC,31020,317096,3447,10.2223,0.1111,0.0109,1708,727,0.4256,0.0551,0.0054,0.4955,0,0,0.5025,0.0,0.0,0.0,5624,2858,0.5082,0.1813,0.0177,1.6316,0,0,0.8539,0.0,0.0,0.0,0,0,0.4886,0.0,0.0,0.0,6872,3549,0.5164,0.2215,0.0217,1.9936,4012,3214,0.8011,0.1293,0.0127,1.1639,0,0,0.5062,0.0,0.0,0.0,306,156,0.5098,0.0099,0.001,0.0888,13365,8738,0.6538,0.4309,0.0421,3.8773,2580,1295,0.5019,0.0832,0.0081,0.7485,34467,20537,0.5958,1.1111,0.1087,9.9991,No,613
CRFN9MMQ0W,64560,70429,311062,1.0909,4.8182,4.4167,7226,5842,0.8085,0.1119,0.1026,0.0232,2847,1434,0.5037,0.0441,0.0404,0.0092,8626,4363,0.5058,0.1336,0.1225,0.0277,115,0,0.5851,0.0018,0.0016,0.0004,4287,2069,0.4826,0.0664,0.0609,0.0138,3190,1770,0.5549,0.0494,0.0453,0.0103,2135,1448,0.6782,0.0331,0.0303,0.0069,0,0,0.5061,0.0,0.0,0.0,1084,495,0.4566,0.0168,0.0154,0.0035,27762,17413,0.6272,0.43,0.3942,0.0892,1419,711,0.5011,0.022,0.0201,0.0046,58691,35545,0.6056,0.9091,0.8333,0.1887,High,555
CRFU6P26LK,107901,151061,107901,1.4,1.0,0.7143,6238,1016,0.1629,0.0578,0.0413,0.0578,6952,3497,0.503,0.0644,0.046,0.0644,27769,17431,0.6277,0.2574,0.1838,0.2574,0,0,1.3893,0.0,0.0,0.0,9620,4559,0.4739,0.0892,0.0637,0.0892,5994,2521,0.4206,0.0556,0.0397,0.0556,2082,25,0.012,0.0193,0.0138,0.0193,19947,10095,0.5061,0.1849,0.132,0.1849,2889,1446,0.5005,0.0268,0.0191,0.0268,22934,1850,0.0807,0.2125,0.1518,0.2125,3476,1746,0.5023,0.0322,0.023,0.0322,107901,44186,0.4095,1.0,0.7143,1.0,High,641
CRG97B8D8P,25282,16089,110323,0.6364,4.3637,6.857,1175,847,0.7209,0.0465,0.073,0.0107,0,0,0.503,0.0,0.0,0.0,3163,1615,0.5106,0.1251,0.1966,0.0287,0,0,0.7013,0.0,0.0,0.0,0,0,0.4799,0.0,0.0,0.0,4515,2328,0.5156,0.1786,0.2806,0.0409,807,351,0.4349,0.0319,0.0502,0.0073,0,0,0.506,0.0,0.0,0.0,0,0,0.5258,0.0,0.0,0.0,12348,5924,0.4798,0.4884,0.7675,0.1119,976,491,0.5031,0.0386,0.0607,0.0088,22984,11556,0.5028,0.9091,1.4286,0.2083,No,627
CRHAI9RC6D,17760,209568,8880,11.8,0.5,0.0424,403,183,0.4541,0.0227,0.0019,0.0454,0,0,0.5043,0.0,0.0,0.0,2453,1235,0.5035,0.1381,0.0117,0.2762,0,0,0.3683,0.0,0.0,0.0,216,90,0.4167,0.0122,0.001,0.0243,2679,1234,0.4606,0.1508,0.0128,0.3017,815,473,0.5804,0.0459,0.0039,0.0918,5102,2582,0.5061,0.2873,0.0243,0.5745,132,66,0.5,0.0074,0.0006,0.0149,4833,762,0.1577,0.2721,0.0231,0.5443,1127,569,0.5049,0.0635,0.0054,0.1269,17760,7194,0.4051,1.0,0.0847,2.0,Low,675
CRI9XTCOD9,196364,507275,720003,2.5833,3.6667,1.4194,10149,6253,0.6161,0.0517,0.02,0.0141,0,0,0.4997,0.0,0.0,0.0,22498,11517,0.5119,0.1146,0.0444,0.0312,0,0,0.355,0.0,0.0,0.0,0,0,0.4768,0.0,0.0,0.0,24633,12707,0.5159,0.1254,0.0486,0.0342,7103,4315,0.6075,0.0362,0.014,0.0099,0,0,0.5061,0.0,0.0,0.0,9866,4939,0.5006,0.0502,0.0194,0.0137,77527,48839,0.63,0.3948,0.1528,0.1077,11861,5939,0.5007,0.0604,0.0234,0.0165,163637,94509,0.5776,0.8333,0.3226,0.2273,No,638
CRINQP0FLH,47775,42998,415642,0.9,8.7,9.6665,6805,4355,0.64,0.1424,0.1583,0.0164,3261,1636,0.5017,0.0683,0.0758,0.0078,14233,9487,0.6665,0.2979,0.331,0.0342,0,0,0.7122,0.0,0.0,0.0,0,0,0.4662,0.0,0.0,0.0,3358,1736,0.517,0.0703,0.0781,0.0081,384,193,0.5026,0.008,0.0089,0.0009,0,0,0.5061,0.0,0.0,0.0,1240,678,0.5468,0.026,0.0288,0.003,16868,9077,0.5381,0.3531,0.3923,0.0406,1626,815,0.5012,0.034,0.0378,0.0039,47775,27977,0.5856,1.0,1.1111,0.1149,No,553
CRKB2QM3HM,50558,9192,68943,0.1818,1.3636,7.5003,6040,2158,0.3573,0.1195,0.6571,0.0876,0,0,0.4999,0.0,0.0,0.0,12071,6098,0.5052,0.2388,1.3132,0.1751,0,0,0.9199,0.0,0.0,0.0,6591,3662,0.5556,0.1304,0.717,0.0956,4107,2124,0.5172,0.0812,0.4468,0.0596,2142,968,0.4519,0.0424,0.233,0.0311,11381,5760,0.5061,0.2251,1.2381,0.1651,1648,826,0.5012,0.0326,0.1793,0.0239,0,0,0.5014,0.0,0.0,0.0,1982,1000,0.5045,0.0392,0.2156,0.0287,45962,22596,0.4916,0.9091,5.0002,0.6667,High,623
CRMKMTIJD1,8220,2740,0,0.3333,0.0,0.0,124,79,0.6371,0.0151,0.0453,0.0,0,0,0.5033,0.0,0.0,0.0778,2979,1500,0.5035,0.3624,1.0872,0.033,0,0,0.6345,0.0,0.0,0.0027,0,0,0.5381,0.0,0.0,0.0,464,241,0.5194,0.0564,0.1693,0.0853,0,0,0.6783,0.0,0.0,0.0803,0,0,0.506,0.0,0.0,0.0,0,0,0.5655,0.0,0.0,0.0,5566,3495,0.6279,0.6771,2.0314,0.508,0,0,0.5027,0.0,0.0,0.1119,9133,5315,0.582,1.1111,3.3332,0.4026,No,599
CRMZNCBV35,150311,751553,1462112,5.0,9.7272,1.9455,7397,2282,0.3085,0.0492,0.0098,0.0051,0,0,0.5005,0.0,0.0,0.0,9916,4972,0.5014,0.066,0.0132,0.0068,0,0,0.8096,0.0,0.0,0.0,3429,1738,0.5069,0.0228,0.0046,0.0023,74922,37585,0.5017,0.4984,0.0997,0.0512,12855,5883,0.4576,0.0855,0.0171,0.0088,0,0,0.5059,0.0,0.0,0.0,8288,4149,0.5006,0.0551,0.011,0.0057,0,0,0.2979,0.0,0.0,0.0,19839,9979,0.503,0.132,0.0264,0.0136,136646,66588,0.4873,0.9091,0.1818,0.0935,High,579
CROHDUBHJX,232058,2018905,232058,8.7,1.0,0.1149,15870,10904,0.6871,0.0684,0.0079,0.0684,28351,14217,0.5015,0.1222,0.014,0.1222,7614,3852,0.5059,0.0328,0.0038,0.0328,0,0,0.6757,0.0,0.0,0.0,0,0,0.5418,0.0,0.0,0.0,65691,37659,0.5733,0.2831,0.0325,0.2831,13222,11346,0.8581,0.057,0.0065,0.057,0,0,0.506,0.0,0.0,0.0,6260,3134,0.5006,0.027,0.0031,0.027,79995,53145,0.6644,0.3447,0.0396,0.3447,15055,7582,0.5036,0.0649,0.0075,0.0649,232058,141839,0.6112,1.0,0.1149,1.0,No,617
CRQ57AOQDS,206544,730848,2160768,3.5385,10.4615,2.9565,7618,354,0.0465,0.0369,0.0104,0.0035,5514,2780,0.5042,0.0267,0.0075,0.0026,23583,13230,0.561,0.1142,0.0323,0.0109,0,0,0.2089,0.0,0.0,0.0,0,0,0.4863,0.0,0.0,0.0,18666,7608,0.4076,0.0904,0.0255,0.0086,3935,950,0.2414,0.0191,0.0054,0.0018,29764,15064,0.5061,0.1441,0.0407,0.0138,9198,4605,0.5007,0.0445,0.0126,0.0043,49485,9795,0.1979,0.2396,0.0677,0.0229,11117,5592,0.503,0.0538,0.0152,0.0051,158880,59978,0.3775,0.7692,0.2174,0.0735,No,646
CRQFKHLMH0,72109,122585,396600,1.7,5.5,3.2353,5561,4471,0.804,0.0771,0.0454,0.014,0,0,0.5038,0.0,0.0,0.0,12863,6425,0.4995,0.1784,0.1049,0.0324,0,0,0.6487,0.0,0.0,0.0,7029,3272,0.4655,0.0975,0.0573,0.0177,4368,2256,0.5165,0.0606,0.0356,0.011,2535,1290,0.5089,0.0352,0.0207,0.0064,12161,6155,0.5061,0.1686,0.0992,0.0307,1175,588,0.5004,0.0163,0.0096,0.003,24299,11511,0.4737,0.337,0.1982,0.0613,2118,1064,0.5024,0.0294,0.0173,0.0053,72109,37032,0.5136,1.0,0.5882,0.1818,High,588
CRQST8UQ0X,0,29023,47848,8.2686,11.7179,1.6486,0,0,0.6576,0.075,0.0,0.0,0,0,0.5043,0.1001,0.0,0.0,0,0,0.58,0.1273,0.0,0.0,0,0,0.6572,0.0003,0.0,0.0,0,0,0.4848,0.088,0.0,0.0,770,396,0.5143,0.104,0.0265,0.0161,67,23,0.3433,0.0185,0.0023,0.0014,0,0,0.5061,0.0,0.0,0.0,0,0,0.5187,0.0347,0.0,0.0,6633,3118,0.4701,0.118,0.2285,0.1386,374,188,0.5027,0.0532,0.0129,0.0078,7844,3725,0.4749,1.0788,0.2703,0.1639,No,565
CRTBUUJ98Y,172465,282215,1113181,1.6364,6.4545,3.9444,21376,15268,0.7143,0.1239,0.0757,0.0192,8103,4076,0.503,0.047,0.0287,0.0073,24321,12306,0.506,0.141,0.0862,0.0218,0,0,0.3141,0.0,0.0,0.0,14665,7602,0.5184,0.085,0.052,0.0132,9632,5598,0.5812,0.0558,0.0341,0.0087,2766,972,0.3514,0.016,0.0098,0.0025,0,0,0.506,0.0,0.0,0.0,3357,1680,0.5004,0.0195,0.0119,0.003,68529,53744,0.7843,0.3974,0.2428,0.0616,4037,2029,0.5026,0.0234,0.0143,0.0036,156786,103275,0.6587,0.9091,0.5556,0.1408,High,504
CRTX7CXY5O,43491,221804,13047,5.1,0.3,0.0588,1069,273,0.2554,0.0246,0.0048,0.0819,0,0,0.5037,0.0,0.0,0.0,8987,4574,0.509,0.2066,0.0405,0.6888,0,0,0.7143,0.0,0.0,0.0,0,0,0.4922,0.0,0.0,0.0,9316,4023,0.4318,0.2142,0.042,0.714,4039,1541,0.3815,0.0929,0.0182,0.3096,0,0,0.5061,0.0,0.0,0.0,492,246,0.5,0.0113,0.0022,0.0377,15473,5493,0.355,0.3558,0.0698,1.1859,4115,2071,0.5033,0.0946,0.0186,0.3154,43491,18221,0.419,1.0,0.1961,3.3334,No,719
CRUZZITE7Y,184373,703970,670448,3.8182,3.6364,0.9524,12006,9059,0.7545,0.0651,0.0171,0.0179,0,0,0.5001,0.0,0.0,0.0,17029,8649,0.5079,0.0924,0.0242,0.0254,778,398,0.5116,0.0042,0.0011,0.0012,0,0,0.5076,0.0,0.0,0.0,20119,11133,0.5534,0.1091,0.0286,0.03,8696,3364,0.3868,0.0472,0.0124,0.013,0,0,0.506,0.0,0.0,0.0,7478,3744,0.5007,0.0406,0.0106,0.0112,92516,65493,0.7079,0.5018,0.1314,0.138,8990,4514,0.5021,0.0488,0.0128,0.0134,167612,106354,0.6345,0.9091,0.2381,0.25,No,576
CRY825SC0S,215164,279713,1635246,1.3,7.6,5.8462,26451,17557,0.6638,0.1229,0.0946,0.0162,9061,4548,0.5019,0.0421,0.0324,0.0055,27546,14005,0.5084,0.128,0.0985,0.0168,0,0,0.4745,0.0,0.0,0.0,15089,8464,0.5609,0.0701,0.0539,0.0092,10457,5924,0.5665,0.0486,0.0374,0.0064,4450,2748,0.6175,0.0207,0.0159,0.0027,26054,13185,0.5061,0.1211,0.0931,0.0159,3774,1890,0.5008,0.0175,0.0135,0.0023,87738,60428,0.6887,0.4078,0.3137,0.0537,4544,2276,0.5009,0.0211,0.0162,0.0028,215164,131025,0.609,1.0,0.7692,0.1316,High,574
CRYT54Z0JD,213456,97026,77620,0.4545,0.3636,0.8,26849,17959,0.6689,0.1258,0.2767,0.3459,0,0,0.502,0.0,0.0,0.0,26141,13095,0.5009,0.1225,0.2694,0.3368,0,0,0.9067,0.0,0.0,0.0,13849,6343,0.458,0.0649,0.1427,0.1784,10530,6186,0.5875,0.0493,0.1085,0.1357,3625,2637,0.7274,0.017,0.0374,0.0467,24994,12649,0.5061,0.1171,0.2576,0.322,3619,1812,0.5007,0.017,0.0373,0.0466,80098,64641,0.807,0.3752,0.8255,1.0319,4346,2185,0.5028,0.0204,0.0448,0.056,194051,127507,0.6571,0.9091,2.0,2.5,High,574
CS0I21OX9E,57951,17385,86926,0.3,1.5,5.0001,6342,3304,0.521,0.1094,0.3648,0.073,0,0,0.5034,0.0,0.0,0.0,18694,9436,0.5048,0.3226,1.0753,0.2151,0,0,0.4519,0.0,0.0,0.0,0,0,0.5659,0.0,0.0,0.0,6439,3301,0.5127,0.1111,0.3704,0.0741,2955,1519,0.514,0.051,0.17,0.034,17824,9022,0.5062,0.3076,1.0253,0.205,2582,1292,0.5004,0.0446,0.1485,0.0297,0,0,0.5257,0.0,0.0,0.0,3115,1572,0.5047,0.0538,0.1792,0.0358,57951,29446,0.5081,1.0,3.3334,0.6667,No,662
CS127TQG84,215415,581620,1292490,2.7,6.0,2.2222,11835,7007,0.5921,0.0549,0.0203,0.0092,0,0,0.5038,0.0,0.0,0.0,10120,5155,0.5094,0.047,0.0174,0.0078,0,0,0.7782,0.0,0.0,0.0,3370,1612,0.4783,0.0156,0.0058,0.0026,74746,38595,0.5163,0.347,0.1285,0.0578,14162,6960,0.4915,0.0657,0.0243,0.011,0,0,0.506,0.0,0.0,0.0,7400,3368,0.4551,0.0344,0.0127,0.0057,74355,39300,0.5285,0.3452,0.1278,0.0575,19427,9763,0.5025,0.0902,0.0334,0.015,215415,111760,0.5188,1.0,0.3704,0.1667,High,581
CS300839HY,239074,392764,1588133,1.6429,6.6429,4.0435,7021,407,0.058,0.0294,0.0179,0.0044,0,0,0.5012,0.0,0.0,0.0,25459,12963,0.5092,0.1065,0.0648,0.016,0,0,0.8126,0.0,0.0,0.0,0,0,0.5011,0.0,0.0,0.0,26942,13535,0.5024,0.1127,0.0686,0.017,4857,1932,0.3978,0.0203,0.0124,0.0031,36202,18322,0.5061,0.1514,0.0922,0.0228,11186,5600,0.5006,0.0468,0.0285,0.007,45703,5030,0.1101,0.1912,0.1164,0.0288,13397,6701,0.5002,0.056,0.0341,0.0084,170767,64490,0.3776,0.7143,0.4348,0.1075,No,670
CS61B5TQ9T,12478,135877,5546,10.8893,0.4445,0.0408,703,371,0.5277,0.0563,0.0052,0.1268,0,0,0.5004,0.0,0.0,0.0,3854,2005,0.5202,0.3089,0.0284,0.6949,0,0,1.1181,0.0,0.0,0.0,0,0,0.4343,0.0,0.0,0.0,4676,2417,0.5169,0.3747,0.0344,0.8431,2680,1611,0.6011,0.2148,0.0197,0.4832,0,0,0.5063,0.0,0.0,0.0,204,102,0.5,0.0163,0.0015,0.0368,0,0,0.5176,0.0,0.0,0.0,1748,876,0.5011,0.1401,0.0129,0.3152,13865,7382,0.5324,1.1112,0.102,2.5,No,645
CS6NNMIAEQ,18606,245268,32138,13.1822,1.7273,0.131,507,102,0.2012,0.0272,0.0021,0.0158,0,0,0.5041,0.0,0.0,0.0,4132,2654,0.6423,0.2221,0.0168,0.1286,0,0,1.0913,0.0,0.0,0.0,0,0,0.4384,0.0,0.0,0.0,3574,1773,0.4961,0.1921,0.0146,0.1112,1400,109,0.0779,0.0752,0.0057,0.0436,0,0,0.5062,0.0,0.0,0.0,168,84,0.5,0.009,0.0007,0.0052,5737,652,0.1136,0.3083,0.0234,0.1785,1397,702,0.5025,0.0751,0.0057,0.0435,16915,6076,0.3592,0.9091,0.069,0.5263,No,706
CS7PJ0MNJ6,148601,208041,74300,1.4,0.5,0.3571,10206,10206,1.0,0.0687,0.0491,0.1374,7568,3797,0.5017,0.0509,0.0364,0.1019,30977,19948,0.644,0.2085,0.1489,0.4169,0,0,0.8212,0.0,0.0,0.0,0,0,0.5844,0.0,0.0,0.0,8623,4828,0.5599,0.058,0.0414,0.1161,3818,1565,0.4099,0.0257,0.0184,0.0514,21766,11016,0.5061,0.1465,0.1046,0.2929,3152,1578,0.5006,0.0212,0.0152,0.0424,58695,31302,0.5333,0.395,0.2821,0.79,3796,1898,0.5,0.0255,0.0182,0.0511,148601,86138,0.5797,1.0,0.7143,2.0,No,629
CS81FQTQD6,279512,1600843,1575432,5.7273,5.6364,0.9841,11661,5382,0.4615,0.0417,0.0073,0.0074,27693,13909,0.5023,0.0991,0.0173,0.0176,10256,6496,0.6334,0.0367,0.0064,0.0065,0,0,0.5961,0.0,0.0,0.0,0,0,0.6423,0.0,0.0,0.0,57579,29746,0.5166,0.206,0.036,0.0365,12424,3606,0.2902,0.0444,0.0078,0.0079,61181,30963,0.5061,0.2189,0.0382,0.0388,5652,3086,0.546,0.0202,0.0035,0.0036,52780,30587,0.5795,0.1888,0.033,0.0335,14876,7494,0.5038,0.0532,0.0093,0.0094,254102,131269,0.5166,0.9091,0.1587,0.1613,No,575
CS92DZ8GAD,0,13432,2686,2.6727,4.6667,0.2,0,0,0.8671,0.0679,0.0,0.0,0,0,0.5028,0.1167,0.0,0.0,0,0,0.4792,0.1328,0.0,0.0,0,0,0.731,0.0014,0.0,0.0,0,0,0.5511,0.0,0.0,0.0,419,219,0.5227,0.2315,0.0312,0.156,48,36,0.75,0.0883,0.0036,0.0179,587,297,0.506,0.0,0.0437,0.2185,0,0,0.564,0.0,0.0,0.0,4117,2141,0.52,0.2167,0.3065,1.5328,202,101,0.5,0.0931,0.015,0.0752,5373,2794,0.52,0.7559,0.4,2.0004,No,612
CSDZ2X01SV,348507,697013,536164,2.0,1.5385,0.7692,6753,990,0.1466,0.0194,0.0097,0.0126,8615,4357,0.5057,0.0247,0.0124,0.0161,41172,25033,0.608,0.1181,0.0591,0.0768,0,0,1.0378,0.0,0.0,0.0,19223,9705,0.5049,0.0552,0.0276,0.0359,31405,14328,0.4562,0.0901,0.0451,0.0586,13017,2912,0.2237,0.0374,0.0187,0.0243,46112,23337,0.5061,0.1323,0.0662,0.086,13061,5945,0.4552,0.0375,0.0187,0.0244,71599,20145,0.2814,0.2054,0.1027,0.1335,17125,8606,0.5025,0.0491,0.0246,0.0319,268082,115358,0.4303,0.7692,0.3846,0.5,High,668
CSEHCE6HU4,0,28736,88902,0.0,3.1548,3.0938,0,0,0.193,0.0899,0.0,0.0,0,0,0.5034,0.0,0.0,0.0,0,0,0.4692,0.246,0.0,0.0,7,7,1.0,0.0,0.0002,0.0001,0,0,0.5191,0.0,0.0,0.0,524,324,0.6183,0.0689,0.0182,0.0059,135,96,0.7111,0.1241,0.0047,0.0015,606,307,0.5066,0.1683,0.0211,0.0068,0,0,0.5033,0.0342,0.0,0.0,7493,5420,0.7233,0.1147,0.2608,0.0843,215,108,0.5023,0.0425,0.0075,0.0024,8980,6262,0.6973,0.7226,0.3125,0.101,No,533
CSG0ZZOY98,240119,340168,2981475,1.4167,12.4167,8.7647,8658,3512,0.4056,0.0361,0.0255,0.0029,5169,2587,0.5005,0.0215,0.0152,0.0017,28460,18653,0.6554,0.1185,0.0837,0.0095,0,0,0.7956,0.0,0.0,0.0,10366,5620,0.5422,0.0432,0.0305,0.0035,21324,11030,0.5173,0.0888,0.0627,0.0072,6386,2758,0.4319,0.0266,0.0188,0.0021,27755,14046,0.5061,0.1156,0.0816,0.0093,8576,4293,0.5006,0.0357,0.0252,0.0029,73101,35429,0.4847,0.3044,0.2149,0.0245,10304,5175,0.5022,0.0429,0.0303,0.0035,200099,103103,0.5153,0.8333,0.5882,0.0671,High,556
CSGMQRA4J3,114457,145673,249725,1.2727,2.1818,1.7143,14333,11692,0.8157,0.1252,0.0984,0.0574,0,0,0.504,0.0,0.0,0.0,15793,8004,0.5068,0.138,0.1084,0.0632,0,0,0.8881,0.0,0.0,0.0,0,0,0.6063,0.0,0.0,0.0,5724,3065,0.5355,0.05,0.0393,0.0229,2764,1204,0.4356,0.0241,0.019,0.0111,15247,7716,0.5061,0.1332,0.1047,0.0611,2208,1104,0.5,0.0193,0.0152,0.0088,45328,29405,0.6487,0.396,0.3112,0.1815,2655,1337,0.5036,0.0232,0.0182,0.0106,104052,63527,0.6105,0.9091,0.7143,0.4167,No,595
